image_path,label,name,brand,notes,image_url
perfume_images\00011_Homa_Parfum.jpg,Woody,Homa Parfum,PRIN,"Cinnamon, ginger, black pepper, cardamom, cassia, cumin, turmeric, caraway, nutmeg, clove, saffron, hay, kaffir lime, oud, galbanum, ghee butter, jasmine, champaca, tuberose, beeswax, incense, myrrh, spikenard, costus, benzoin, ash, goat hair tincture, oud, mushroom, civet, hyrax",https://static.luckyscent.com/images/products/847009.jpg?width=400&404=product.png
perfume_images\00012_Koala_Extrait_de_Parfum.jpg,Amber,Koala Extrait de Parfum,Zoologist,"Eucalyptus, menthol honey gumdrops, mimosa, black tea, geranium, incense, spices, vetiver, musk, amber, oakmoss, vanilla, sandalwood",https://static.luckyscent.com/images/products/76028.jpg?width=400&404=product.png
perfume_images\00013_LHomme_A_La_Rose_Eau_de_Parfum.jpg,Fresh,L'Homme A La Rose Eau de Parfum,Maison Francis Kurkdjian,"Grapefruit, Damascene rose, amber woods accord, sage, Centifolia rose, labdanum",https://static.luckyscent.com/images/products/49890.jpg?width=400&404=product.png
perfume_images\00014_Rozu_Eau_de_Parfum.jpg,Floral,Rozu Eau de Parfum,Aesop,"Rose, shiso, guaiac",https://static.luckyscent.com/images/products/30156.jpg?width=400&404=product.png
perfume_images\00015_Champs_Lunaires_Eau_de_Toilette.jpg,Floral,Champs Lunaires Eau de Toilette,Rogue Perfumery,"Tuberose, White Rose Petals, Pomelo, Sandalwood, Coconut Milk, Musk",https://static.luckyscent.com/images/products/838010.jpg?width=400&404=product.png
perfume_images\00016_Prends-Moi_Eau_de_Parfum.jpg,Floral,Prends-Moi Eau de Parfum,Isabey,"Bergamot, pink pepper, raspberry, rose, red satin lipstick, tuberose, cardamom, iris, cocoa, sandalwood, amber",https://static.luckyscent.com/images/products/27110.jpg?width=400&404=product.png
perfume_images\00017_Eau_de_Cuisine_Eau_de_Parfum.jpg,Floral,Eau de Cuisine Eau de Parfum,Hilde Soliani,"ocean, apricot, almond, fresh dairy, aromatic herbs, spices",https://static.luckyscent.com/images/products/46643.jpg?width=400&404=product.png
perfume_images\00018_Disobbedienza_Eau_de_Parfum.jpg,Floral,Disobbedienza Eau de Parfum,Hilde Soliani,"black rose, ash, champagne",https://static.luckyscent.com/images/products/46644.jpg?width=400&404=product.png
perfume_images\00019_Vanille_de_Tahiti_Eau_de_Parfum.jpg,Amber,Vanille de Tahiti Eau de Parfum,Perris Monte Carlo,"Absolute of Ylang Ylang, Absolute of Champaca, Vanilla of Tahiti CO2, Amber, Sandalwood, Musk",https://static.luckyscent.com/images/products/702055.jpg?width=400&404=product.png
perfume_images\00020_Gris_Charnel_Eau_de_Parfum.jpg,Woody,Gris Charnel Eau de Parfum,BDK Parfums,"Fig, Black tea, Cardamom essence, Absolute of iris, Bourbon, vetiver, Sandalwood from India, Absolute of Tonka bean",https://static.luckyscent.com/images/products/856003.jpg?width=400&404=product.png
perfume_images\00021_Milk_Musk_Eau_de_Toilette.jpg,Floral,Milk Musk Eau de Toilette,Molton Brown,"pear, peach, musk, ambroxan, vanilla, white cedarwood, tonka bean",https://static.luckyscent.com/images/products/765130.jpg?width=400&404=product.png
perfume_images\00022_Blackberry_Woods_Eau_de_Parfum.jpg,Fresh,Blackberry Woods Eau de Parfum,Shay & Blue,"Blackberry, neroli, lemon leaves, cypress",https://static.luckyscent.com/images/products/70421.jpg?width=400&404=product.png
perfume_images\00023_Lavande_Romaine_Eau_de_Parfum.jpg,Woody,Lavande Romaine Eau de Parfum,Perris Monte Carlo,"Lavender fine, Bleu Cedar, Cassis bourgeons, White Musk",https://static.luckyscent.com/images/products/702054.jpg?width=400&404=product.png
perfume_images\00024_Celestial_Eau_de_Parfum.jpg,Woody,Celestial Eau de Parfum,Electimuss,"Saffron, raspberry, black pepper, olibanum, Indian rose absolut, Bulgarian rose, pepper, cedar, Paraguan guaiac wood, tonka",https://static.luckyscent.com/images/products/855010.jpg?width=400&404=product.png
perfume_images\00025_Puritas_Eau_de_Parfum.jpg,Floral,Puritas Eau de Parfum,Electimuss,"Elemi, pink pepper, absinthe, olibanum, rose, Indian tuberose absolut, geranium, labdanum, patchouli, tonka and amber",https://static.luckyscent.com/images/products/855011.jpg?width=400&404=product.png
perfume_images\00026_Thurible_Eau_de_Parfum.jpg,Amber,Thurible Eau de Parfum,Rook Perfumes,"clove, ash, sage, black pepper, labdanum, incense, rose, patchouli, leather, ambergris and moss",https://static.luckyscent.com/images/products/859004.jpg?width=400&404=product.png
perfume_images\00027_Amber_Eau_de_Parfum.jpg,Amber,Amber Eau de Parfum,Rook Perfumes,"saffron, smoke, incense, amber, maple, black musk, tonka bean and resins",https://static.luckyscent.com/images/products/859006.jpg?width=400&404=product.png
perfume_images\00028_Interlude_Black_Iris_Eau_de_Parfum.jpg,Amber,Interlude Black Iris Eau de Parfum,Amouage,"Bergamot, rosemary, violet leaves, orris, amber, frankincense, cistus, myrrh, vanilla, leather, agarwood smoke, patchouli, sandalwood, cedar",https://static.luckyscent.com/images/products/41899.jpg?width=400&404=product.png
perfume_images\00029_Escale_En_Haiti_Eau_De_Cologne.jpg,Woody,Escale En Haiti Eau De Cologne,Les Indemodables,"Pink pepper, juniper, Haitian vetiver, tonka bean, myrhh",https://static.luckyscent.com/images/products/827008.jpg?width=400&404=product.png
perfume_images\00030_Escale_En_Indonesie_Eau_De_Cologne.jpg,Fresh,Escale En Indonesie Eau De Cologne,Les Indemodables,"Bergamot, lemon, neroli, Indonesian ambergris, jasmine, sandalwood",https://static.luckyscent.com/images/products/827009.jpg?width=400&404=product.png
perfume_images\00031_Zeste_de_Gingembre_Eau_de_Parfum.jpg,Fresh,Zeste de Gingembre Eau de Parfum,HEELEY,"Lemon, lime, orange zest, fresh ginger, pink pepper, cardamom",https://static.luckyscent.com/images/products/31528.jpg?width=400&404=product.png
perfume_images\00032_Haute_Provence_Eau_de_Parfum.jpg,Fresh,Haute Provence Eau de Parfum,Parle Moi de Parfum,"lavender, melon, watermelon, narcissus",https://static.luckyscent.com/images/products/767015.jpg?width=400&404=product.png
perfume_images\00033_Escentric_05_-_Travel_Spray_Eau_de_Toilette.jpg,Floral,Escentric 05 - Travel Spray Eau de Toilette,Escentric Molecules,"Fig, bergamot, orange, laurel, rosemary, juniper, basil, hedione, cypress, freesia, iris, jasmine, cashmeran, cistus labdanum, musc, ambroxan, mastic, iso e super",https://static.luckyscent.com/images/products/30861.jpg?width=400&404=product.png
perfume_images\00034_1979_New_Wave_Eau_de_Parfum.jpg,Woody,1979 New Wave Eau de Parfum,Les Bains Guerbois,"Peppermint, Spearmint, Aldehydes, Orris Concrete, Virginia Cedar, Australian Sandalwood, Musk, Amber Wood",https://static.luckyscent.com/images/products/797009.jpg?width=400&404=product.png
perfume_images\00035_2018_Roxo_Tonic_Eau_de_Parfum.jpg,Fresh,2018 Roxo Tonic Eau de Parfum,Les Bains Guerbois,"Calabrian Bergamot, Calabrian Lemon, Ginger, French Gentian, Tunisian Neroli, Tea, Haitian Vetiver, Ambroxan, Musk",https://static.luckyscent.com/images/products/797008.jpg?width=400&404=product.png
perfume_images\00036_Sel_dArgent_Eau_de_Parfum.jpg,Fresh,Sel d'Argent Eau de Parfum,BDK Parfums,"Italian Bergamot, Grapefruit, Salt accord, Orange Blossom Absolute from Tunisia, Ylang-Ylang Essence from Madagascar, Galbanum Essence from Iran, Ambroxan, Cashmeran, Timbersilk, White Musk",https://static.luckyscent.com/images/products/856011.jpg?width=400&404=product.png
perfume_images\00037_Citrus_Riviera_Eau_de_Parfum.jpg,Fresh,Citrus Riviera Eau de Parfum,BDK Parfums,"Moroccan Neroli, Italian Mandarin, Italian Lemon, Fig, Moroccan Orange Blossom Absolute Jasmine, Strawberry, Eucalyptus, Everlasting Flower Absolute, Patchouli from Indonesia, Vetiver from Haiti, Tonka Bean Absolute",https://static.luckyscent.com/images/products/856012.jpg?width=400&404=product.png
perfume_images\00038_Smoke_Show_Eau_de_Parfum.jpg,Woody,Smoke Show Eau de Parfum,Vilhelm Parfumerie,"pink pepper, saffron, rose oil, leather, vetiver, cedarwood, agarwood",https://static.luckyscent.com/images/products/858000.jpg?width=400&404=product.png
perfume_images\00039_Do_Not_Disturb_Eau_de_Parfum.jpg,Floral,Do Not Disturb Eau de Parfum,Vilhelm Parfumerie,"pink pepper, carrot, iris, jasmine petals, ambroxan, patchouli, white musks",https://static.luckyscent.com/images/products/858001.jpg?width=400&404=product.png
perfume_images\00040_Room_Service_Eau_de_Parfum.jpg,Amber,Room Service Eau de Parfum,Vilhelm Parfumerie,"mandarin nectar, blackberry, pink orchid, bamboo, violet, black amber, musk, sandalwood",https://static.luckyscent.com/images/products/858002.jpg?width=400&404=product.png
perfume_images\00041_Purple_Fig_Eau_de_Parfum.jpg,Woody,Purple Fig Eau de Parfum,Vilhelm Parfumerie,"sichuan pepper, angelica seeds, galbanum, green fig, jasmine absolute, vetiver, cashmere woods",https://static.luckyscent.com/images/products/858003.jpg?width=400&404=product.png
perfume_images\00042_Basilico_Fellini_Eau_de_Parfum.jpg,Fresh,Basilico & Fellini Eau de Parfum,Vilhelm Parfumerie,"dragon fruit, basil, violet, wild fig, vetiver, green hay",https://static.luckyscent.com/images/products/858004.jpg?width=400&404=product.png
perfume_images\00043_Poets_of_Berlin_Eau_de_Parfum.jpg,Woody,Poets of Berlin Eau de Parfum,Vilhelm Parfumerie,"blueberry, lemon, vanilla, green wild orris, sandalwood, vetiver",https://static.luckyscent.com/images/products/858005.jpg?width=400&404=product.png
perfume_images\00044_Morning_Chess_Eau_de_Parfum.jpg,Fresh,Morning Chess Eau de Parfum,Vilhelm Parfumerie,"bergamot, Tuscan leather, galbanum, patchouli, black amber",https://static.luckyscent.com/images/products/858006.jpg?width=400&404=product.png
perfume_images\00045_Mango_Skin_Eau_de_Parfum.jpg,Floral,Mango Skin Eau de Parfum,Vilhelm Parfumerie,"blackberries, mango, black pepper, wild orris, black lotus, jasmine, patchouli, vanilla, pink sugar",https://static.luckyscent.com/images/products/858007.jpg?width=400&404=product.png
perfume_images\00046_Dear_Polly_Eau_de_Parfum.jpg,Amber,Dear Polly Eau de Parfum,Vilhelm Parfumerie,"bergamot, apple, ceylon black tea, oakmoss, musk, black amber",https://static.luckyscent.com/images/products/858008.jpg?width=400&404=product.png
perfume_images\00047_Black_Citrus_Eau_de_Parfum.jpg,Fresh,Black Citrus Eau de Parfum,Vilhelm Parfumerie,"cardamom, calabria bergamot, mate leaves, violet, birch, Indonesian patchouli",https://static.luckyscent.com/images/products/858009.jpg?width=400&404=product.png
perfume_images\00048_Lil_Fleur_Eau_de_Parfum.jpg,Floral,Lil Fleur Eau de Parfum,BYREDO,"Saffron, cassis, tangerine, leather, Damascena rose, amber, blonde woods, vanilla",https://static.luckyscent.com/images/products/641207.jpg?width=400&404=product.png
perfume_images\00049_Kurokami_Parfum.jpg,Floral,Kurokami Parfum,Di Ser,"Grapefruit, Rose absolute, Rose otto, Jasmine grandiflorum, Rosewood, Sandalwood, Frankincense",https://static.luckyscent.com/images/products/788010.jpg?width=400&404=product.png
perfume_images\00050_Bouquet_de_Hongrie_Eau_de_Parfum.jpg,Floral,Bouquet de Hongrie Eau de Parfum,BDK Parfums,"Pear, Blackcurrant, Strawberry, Rose of Turkey, Sambac jasmine, Lorenox, Musk, Cedar, Amber",https://static.luckyscent.com/images/products/856000.jpg?width=400&404=product.png
perfume_images\00051_Undergrowth_Eau_de_Parfum.jpg,Woody,Undergrowth Eau de Parfum,Rook Perfumes,"Soil, garden mint, grass, green notes, mandarin, orris, vetiver, patchouli, white musk",https://static.luckyscent.com/images/products/859000.jpg?width=400&404=product.png
perfume_images\00052_Rook_Eau_de_Parfum.jpg,Amber,Rook Eau de Parfum,Rook Perfumes,"Birch tar, tobacco, castoreum, cardamom, ginger, civet, agarwood, incense, ambrette, ambergris, guaiac wood, musk",https://static.luckyscent.com/images/products/859001.jpg?width=400&404=product.png
perfume_images\00053_Forest_Eau_de_Parfum.jpg,Woody,Forest Eau de Parfum,Rook Perfumes,"Cypress, pine, black pepper, incense, green notes, patchouli, cedar, white musk",https://static.luckyscent.com/images/products/859002.jpg?width=400&404=product.png
perfume_images\00054_Hapyang_Eau_de_Parfum.jpg,Floral,Hapyang Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale","Powder & Aldehyde Mist, Magnolia, Ylang-Ylang, Peartree, Benzoin, Vanilla",https://static.luckyscent.com/images/products/345367.jpg?width=400&404=product.png
perfume_images\00055_Young_Hearts_Eau_de_Parfum.jpg,Floral,Young Hearts Eau de Parfum,Bruno Acampora,"Bergamot, galbanum, birch leaf, pine, saffron, jasmine, fir balsam, rose, oakmoss, patchouli, musk, amber",https://static.luckyscent.com/images/products/375041.jpg?width=400&404=product.png
perfume_images\00056_Eau_de_Yuzu_Eau_de_Toilette.jpg,Fresh,Eau de Yuzu Eau de Toilette,PARFUMS DE NICOLAI,"Yuzu, lemon leaf, juniper, grapefruit, gaiac, patchouli",https://static.luckyscent.com/images/products/313062.jpg?width=400&404=product.png
perfume_images\00057_Creme_de_Cuir_Eau_de_Parfum.jpg,Fresh,Creme de Cuir Eau de Parfum,BDK Parfums,"Mandarin, Bergamot, Pineapple, Pink berries, White suede, Sandalwood, Vanilla, Birch oil, White musk, Grey musk",https://static.luckyscent.com/images/products/856008.jpg?width=400&404=product.png
perfume_images\00058_Tabac_Rose_Eau_de_Parfum.jpg,Woody,Tabac Rose Eau de Parfum,BDK Parfums,"Pink pepper from Madagascar, Plum accord, Lemon from Italy, Rose from Turkey, Cinnamon from Madagascar, Chocolate accord, Tobacco absolute from the Balkans, Patchouli oil from Indonesia, Labdanum resin from Spain",https://static.luckyscent.com/images/products/856009.jpg?width=400&404=product.png
perfume_images\00059_French_Bouquet_Eau_de_Parfum.jpg,Floral,French Bouquet Eau de Parfum,BDK Parfums,"Aldehyde C12, Coriander, Bergamot from Italy, Rose from Morocco, Jasmine from India, Orange blossom from Tunisia, Labdanum from Spain, Tobacco from Cuba, Vetiver from Haiti, Patchouli from Indonesia, Violet, Sandalwood, Tonka bean",https://static.luckyscent.com/images/products/856010.jpg?width=400&404=product.png
perfume_images\00060_Oud_Abramad_Eau_de_Parfum.jpg,Woody,Oud Abramad Eau de Parfum,BDK Parfums,"Safran, Ginger, Rose of Turkey, Cumin, Agarwood, Guaiac wood, Rockrose, Incense, Patchouli, Castoreum, Orcanox",https://static.luckyscent.com/images/products/856006.jpg?width=400&404=product.png
perfume_images\00061_Rouge_Smoking_Eau_de_Parfum.jpg,Floral,Rouge Smoking Eau de Parfum,BDK Parfums,"Bergamot from Italy, Cherry accord, Pink berries, Black vanilla, Heliotrope, Ambroxan, Cashmeran, Tonka bean, Labdanum, White musk",https://static.luckyscent.com/images/products/856002.jpg?width=400&404=product.png
perfume_images\00062_Tubereuse_Imperiale_Eau_de_Parfum.jpg,Floral,Tubereuse Imperiale Eau de Parfum,BDK Parfums,"Pink peppercorn, Geranium of Egypt, Tuberose of India, Ylang Ylang of Comoros, Sambac Jasmine, Iris, Jasmine of Egypt, Cashmeran, Sandalwood, Incense of Somalia, Vanilla of Madagascar, Patchouli of Singapore, Benzoin of Sumatra, Cypress",https://static.luckyscent.com/images/products/856007.jpg?width=400&404=product.png
perfume_images\00063_Nuit_de_Sable_Eau_de_Parfum.jpg,Woody,Nuit de Sable Eau de Parfum,BDK Parfums,"Cardamom, Nutmeg, Cumin, Absolute of rose, Rose oxide, Hot sand accord, Sandalwood, Absolute of Tonka bean, Ambroxan, Musk",https://static.luckyscent.com/images/products/856004.jpg?width=400&404=product.png
perfume_images\00064_Wood_Jasmin_Eau_de_Parfum.jpg,Floral,Wood Jasmin Eau de Parfum,BDK Parfums,"Plum, Pear, Jasmine of Egypt, Sambac Jasmine, Rose of Turkey, Dhavanam, Incense of Somalia, Vanilla of Madagascar, Patchouli of Indonesia, Labdanum of Spain, Cypriol Nagarmotha of India",https://static.luckyscent.com/images/products/856005.jpg?width=400&404=product.png
perfume_images\00065_Pas_Ce_Soir_Eau_de_Parfum.jpg,Fresh,Pas Ce Soir Eau de Parfum,BDK Parfums,"Black pepper, Ginger, Mandarin, Moroccan jasmine, Quince chutney, Orange blossom, Cashmeran, Patchouli of Singapore, Amber wood",https://static.luckyscent.com/images/products/856001.jpg?width=400&404=product.png
perfume_images\00066_Dolceacqua_Eau_de_Parfum.jpg,Floral,Dolceacqua Eau de Parfum,Masque Milano,"Coastal Breeze accord, Muguet, Ivy Leaves, Mediterranean Marjoram, Mimosa, Almond Flower, White Rose, Ylang-Ylang Nosy Be, Saffron Flower, Cedarwood Virginia, Benjoin Siam, Oakmoss, Silky Musks",https://static.luckyscent.com/images/products/640013.jpg?width=400&404=product.png
perfume_images\00067_Black_Beard_Extrait_de_Parfum.jpg,Fresh,Black Beard Extrait de Parfum,CALAJ Perfumes,"Orange, bergamot, petitgrain, artemisia, basil, bulgarian lavender, geranium, rose, carnation, tonka bean, patchouli, moss, musk, leather, tabacco, amber",https://static.luckyscent.com/images/products/857000.jpg?width=400&404=product.png
perfume_images\00068_Transilvania_Extrait_de_Parfum.jpg,Floral,Transilvania Extrait de Parfum,CALAJ Perfumes,"Black Cherry, Rose oxyde, angelica, Jasmine, tuberose, immortelle, honey, Coumarin, opoponax, civet, musk, patchouli, vanilla, oud",https://static.luckyscent.com/images/products/857001.jpg?width=400&404=product.png
perfume_images\00069_Love_Toxin_Extrait_de_Parfum.jpg,Floral,Love Toxin Extrait de Parfum,CALAJ Perfumes,"Bergamot, coriander, plum, coconut, strawberry, rose oxyde, Cumin, rose, tuberose, jasmin, heliotrope, gardenia, iris, Peach, oakmoss, vanilla, hay, castoreum, opoponax, musk, leather",https://static.luckyscent.com/images/products/857002.jpg?width=400&404=product.png
perfume_images\00070_Oshun_Extrait_de_Parfum.jpg,Floral,Oshun Extrait de Parfum,CALAJ Perfumes,"Lemon,  cinnamon, black pepper,  pine,  black currant,  Rose,  jasmine,  magnolia,  cloves,  Amber,  castoreum,  peru balsam,  tonka bean,  tobacco.",https://static.luckyscent.com/images/products/857003.jpg?width=400&404=product.png
perfume_images\00071_Isra_Miraj_Eau_de_Parfum.jpg,Woody,Isra & Miraj Eau de Parfum,Stephane Humbert Lucas 777,"Bergamot, Tangerine, Nutmeg, Ceylan, Cinnamon, Heliotrope, Osmanthus absolute, Vanilla, Santal de Mysore, Amber, Patchouli, White Musk, Leather, Natural Oud",https://static.luckyscent.com/images/products/655016.jpg?width=400&404=product.png
perfume_images\00072_Petits_Papiers_Eau_de_Parfum.jpg,Amber,Petits Papiers Eau de Parfum,Mad et Len,"Paper, benzoin, gaiac, patchouli, copaiva balsam, resins",https://static.luckyscent.com/images/products/75224.jpg?width=400&404=product.png
perfume_images\00073_La_Danza_delle_Libellule_Eau_de_Parfum.jpg,Floral,La Danza delle Libellule Eau de Parfum,Nobile 1942,"Bergamot, red apple, cedar, cinnamon, musk, vanilla and coconut.",https://static.luckyscent.com/images/products/52310.jpg?width=400&404=product.png
perfume_images\00074_Magnolia_Grandiflora_-_Michel_Eau_de_Parfum.jpg,Fresh,Magnolia Grandiflora - Michel Eau de Parfum,Grandiflora,"Lemon, bergamot, grapefruit, jasmine, ylang-ylang, rose, magnolia, vetiver, patchouli and musk",https://static.luckyscent.com/images/products/64200.jpg?width=400&404=product.png
perfume_images\00075_Golden_Moka_Eau_de_Parfum.jpg,Fresh,Golden Moka Eau de Parfum,Xerjoff,"Blood orange, mandarin, lemon, coffee absolute, rose absoute, incense, Cambodian oud, amber, labdanum, green accord",https://static.luckyscent.com/images/products/51155.jpg?width=400&404=product.png
perfume_images\00076_Oud_Stars_-_Indochine_Parfum.jpg,Floral,Oud Stars - Indochine Parfum,Xerjoff,"Brasilian orange, strawberry, pink pepper, freesia, Bulgarian rose, muguet, peony, vanilla, oud blend, agarwood, musk",https://static.luckyscent.com/images/products/51156.jpg?width=400&404=product.png
perfume_images\00077_Fatal_Charme_Eau_de_Parfum.jpg,Fresh,Fatal Charme Eau de Parfum,Xerjoff - Join the Club,"lemony, fruity, musk, iris, cream soda",https://static.luckyscent.com/images/products/63200.jpg?width=400&404=product.png
perfume_images\00078_Mad_About_You_Eau_de_Parfum.jpg,Floral,Mad About You Eau de Parfum,Pierre Guillaume Paris Black Collection,"Black tea, licorice, red fruits, lipstick, violet, leather",https://static.luckyscent.com/images/products/545017.jpg?width=400&404=product.png
perfume_images\00079_Anti-Blues.jpg,Floral,Anti-Blues,Pierre Guillaume Paris Black Collection,"Dark chocolate, saffron, grapefruit, incense, resin, amyris, cacao wood, hay, tobacco, vetiver, leather, vanilla",https://static.luckyscent.com/images/products/545018.jpg?width=400&404=product.png
perfume_images\00080_Tahiti_Vanilla_Parfum.jpg,Fresh,Tahiti Vanilla Parfum,Farmacia SS. Annunziata dal 1561,"Bergamot, Key Lime, Sage, Rosemary, Tahitian Vanilla, Jasmine, Neroli, Mimosa, Ylang Ylang, Patchouly, Sandalwood, Vetiver",https://static.luckyscent.com/images/products/440027.jpg?width=400&404=product.png
perfume_images\00081_Fuyu_Eau_de_Parfum.jpg,Floral,Fuyu Eau de Parfum,Tom Daxon,"White peach, jasmine, iris, soft musks, cedar",https://static.luckyscent.com/images/products/62632.jpg?width=400&404=product.png
perfume_images\00082_Perfumista_Eau_de_Parfum.jpg,Floral,Perfumista Eau de Parfum,Anatole Lebreton,"Pear, plum, raspberry, jasmine, rose, cedar, peru balsam, musk, Mousse de Saxe accord",https://static.luckyscent.com/images/products/70806.jpg?width=400&404=product.png
perfume_images\00083_Douleur_Eau_de_Parfum.jpg,Floral,Douleur! Eau de Parfum,Bogue Profumo,"Mint, cotton candy, seaweed, benzoin, melon, metallic notes, rose",https://static.luckyscent.com/images/products/66933.jpg?width=400&404=product.png
perfume_images\00084_Ambre_Stone_Eau_de_Parfum.jpg,Fresh,Ambre Stone Eau de Parfum,Anthologie de Grands Crus,"Ambergris infusion, Indonesian Patchouli oil, Egyptian Jasmine absolute late crop, Moroccan Neroli oil, Indian Sandalwood oil, Italian Bergamot oil late crop",https://static.luckyscent.com/images/products/836000.jpg?width=400&404=product.png
perfume_images\00085_Vanille_dAmine_Eau_de_Parfum.jpg,Floral,Vanille d'Amine Eau de Parfum,Anthologie de Grands Crus,"Madagascan vanilla ol̩or̩sin, Somalian Olibanum, Madagascan Clove bud oil",https://static.luckyscent.com/images/products/836001.jpg?width=400&404=product.png
perfume_images\00086_Bergamote_de_G_Franco_Eau_de_Parfum.jpg,Fresh,Bergamote de G. Franco Eau de Parfum,Anthologie de Grands Crus,"Italian Bergamot oil Grand Cru, Moroccan Mimosa absolute, Chinese Osmanthus alcoolat Grand Cru, Kashmirin Saffron",https://static.luckyscent.com/images/products/836002.jpg?width=400&404=product.png
perfume_images\00087_Vetiver_de_Pierre_Eau_de_Parfum.jpg,Woody,Vetiver de Pierre Eau de Parfum,Anthologie de Grands Crus,"Haitian Vetiver oil special Grand Cru, Venezuelan Tonka absolute, Ivory Coast Cacao absolute, Turkish blond tobacco",https://static.luckyscent.com/images/products/836003.jpg?width=400&404=product.png
perfume_images\00088_Jasmin_de_Cherifa_Eau_de_Parfum.jpg,Floral,Jasmin de Cherifa Eau de Parfum,Anthologie de Grands Crus,"Egyptian Jasmine absolute Grand Cru, Egyptian Rose absolute centifolia Grand Cru (also from Cherifa's fields), Indian Sandalwood Grand Cru",https://static.luckyscent.com/images/products/836004.jpg?width=400&404=product.png
perfume_images\00089_I_Love_YY.jpg,Floral,I Love YY,Bogue Profumo,"Ylang ylang, grapefruit, jasmine, rose, tonka, violet leaf, vanilla, benzoin, cedar",https://static.luckyscent.com/images/products/66932.jpg?width=400&404=product.png
perfume_images\00090_New_York_Eau_de_Parfum.jpg,Fresh,New York Eau de Parfum,Widian,"Bergamot, mandarin, lemon, pink pepper, lavender, coriander, juniper, geranium, orris, rose, akigala, jasmine, patchouli, caramel, vetiver, cypriol, white musk, white amber, vanilla, ambergris, olibanum, tonka, tobacco",https://static.luckyscent.com/images/products/709015.jpg?width=400&404=product.png
perfume_images\00091_Gold_II_Sahara_Parfum_Extrait.jpg,Amber,Gold II Sahara Parfum Extrait,Widian,"Saffron, orange, elemi, rose, orange blossom, amber, musk, cedar, vanilla",https://static.luckyscent.com/images/products/70906.jpg?width=400&404=product.png
