image_path,label,name,brand,description,image_url
perfume_images/00893_Vanille_Benjoin_Eau_de_Parfum.jpg,Sweet,Vanille Benjoin Eau de Parfum,Affinessence Paris,"Upon application, Vanille Benjoin immediately envelops its wearer in a soft, protective cocoon of vanilla that we find insanely comforting. It's a hug in a bottle. The perfumer, an island native herself, helped the brand to source two types of very special vanilla for this scent  the first, a soft, floral Tahitian vanilla, and the second, a resinous Madagascaran vanilla. The vanillas add a toasty warmth to the scent, as well as a deliciousroundness, but it's worth noting that there's nothing sugary or heavy about Vanille Benjoin. The vanilla here is dry and woody, tending towards the savory end of the spectrum rather than the sweet.The salty diffusiveness of ambroxan certainly helps to control sweetness, but the main hand in ensuring the scent remains dry is the Siam benzoin, the basenote material chosen here to bemarried to the vanilla. Although benzoin is roughly analogous to vanilla in that they both add a warm, sweetfullness to the basenotes of a scent, benzoin differs substantially by being far more medicinal, resinous, and spicy-peppery in character. In Vanille Benjoin, the fiery cinnamon topnotes of benzoin are cleverly matched, step for step, by cedarwood, a material possessed of a similarly spicy, balsamic underbite. In an equally smart move, the doughy, clay-like properties of benzoin are drawn out by a judicious application of tonka bean absolute, which shares with benzoin a buttery texture and nutty aftertaste. Vanille Benjoin resolves itself in a delicious vanilla suede accord that signals pure luxury and comfort, without any of attendant stodge - powdered sugar diffused in the crisp, cold air of a winter's morning.",https://static.luckyscent.com/images/products/796000.jpg?width=400&404=product.png
perfume_images/00847_Ombre_Leather_Eau_de_Parfum.jpg,Floral,Ombre Leather Eau de Parfum,TOM FORD Signature,"True luxury doesn't shout. If you've been on the hunt for the perfect leather but been either smothered by an avalanche of powdery florals or slapped around the face by a Cossack's oily winter boot, then breathe a sigh of relief becauseyour leather has finally arrived. Wearing Ombre Leather is like slipping into a pair of the sleekest handmade leather Oxfords in the velvety hush of a store you have to ring a bell to get into.Enigmatically rich but dry, this is a leather that sings a song of pure, smooth luxury leather, with no excess powder, fruitiness, engine oil, or plasticky saffron to ruin your enjoyment. A touch of violet leaf adds a cool, watery greenness, but overall, this is not a translucent or vegetal leather. Like the ombre effect on a luxury leather jacket, this is a scent that bleeds one note into the next, building to a successively impressive effect  black leather over purple jasmine over earth-brown patchouli over green violets over white moss. As with all truly luxurious accessories, its most impressive feat is its balance  Ombre Leather may be objectively opulent, but even more so, it's undeniably among the most fabulously comfortable leather scents we've ever encountered.",https://static.luckyscent.com/images/products/807000.jpg?width=400&404=product.png
perfume_images/00539_Mr_Vetiver_Eau_de_Parfum.jpg,Citrus,Mr. Vetiver Eau de Parfum,Une Nuit Nomade,"This is a story about a man who you may have encountered somewhere near Java. People say he is tall, with skin that has been tanned by the sun and tattooed by the passage of time. His blue gaze plunges into the viewfinder of his Leica- but who is he? An olfactory portrait of a legendary Javan photographer and gadfly, Mr. Vetiver turns out to be a fragrance both exotic and sporty, relaxed and refined- a perfect demonstration of all that vetiver can do. Opening with a buzz of fresh citrus and spice, Mr. Vetiver instantly demonstrates a comfort with the complexity of its titular ingredient, which is featured in full- earthy, grassy, sweet, clean, woodsy, and spicy, all in perfect harmony. Rich, mouthwatering cardamom sidles up smoothly beside aromatic basil and tarragon, and a unique piri-piri pepper adds a fiery touch of distinction. The results are as versatile and easy to wear as they are undeniably compelling. An elegant fragrance revealing the freshness of Vetiver in a spicy and delicate accord, Mr. Vetiver is a man-about-town you're going to want to get acquainted with.",https://static.luckyscent.com/images/products/833003.jpg?width=400&404=product.png
perfume_images/01870_Yes_I_Do_formerly_Dont_Get_Me_Wrong_Baby_Eau_de_Parfum.jpg,Floral,Yes I Do (formerly Don't Get Me Wrong Baby) Eau de Parfum,Etat Libre d'Orange,"With its breezy lily of the valley, airy jasmine, clean orange blossom and lady-like aldehydes, Yes I Do is prim, proper and well-behaved. The Good Girl vibe of the scent is shocking given the suggestive name, and therein lies the genius of the fragrance. But is the girl really all that innocent? Under the angelic whiteness of cool florals, isn't there hidden a dark, edible, subtly animalic depth of patchouli, amber, cacao and marshmallows? Smell for yourself and find out. We already know how the story ends but we don't smell and tell.",https://static.luckyscent.com/images/products/47706.jpg?width=400&404=product.png
perfume_images/00354_Magenta_Pop_Eau_de_Parfum.jpg,Spicy,Magenta Pop Eau de Parfum,Strangers Parfumerie,"To Prin Lomros, the hopes and fears, triumphs and failures of young love can be represented by a somewhat unlikely avatar: pop rocks. It's not as crazy as it might seem- aside from being a reliable source of childhood nostalgia, the fizzy, exploding candy is just like the experiences that make up the romantic awakening of adolescence: sweet, painful, exciting, unpredictable, and fleeting. This is the concept behind Magenta Pop, a candy-inspired summer scent of sweet, juicy, occasionally painful romance. Magenta Pop is built around grape, but not the fruity dimensionality of a wine or table grape- the flattened purple sweetness of the ubiquitous candy flavor, syrupy and indulgent. Contrast, therefore, comes with the electric spices meant to convey the crackle of the candy: black pepper, coriander, cinnamon, ginger. Languid honeycomb adds a sugary crunch, while an undercurrent of boozy red wine and animalic leather hint at the deeper, more adult pleasures down the road. If you'd like a grape scent with a bit of grown-up challenge hidden on the edges, Magenta Pop is a testament to coming of age that will make your mouth water- and your heart flutter.",https://static.luckyscent.com/images/products/842012.jpg?width=400&404=product.png
perfume_images/01721_Oud_-_Eau_de_Parfum.jpg,Woody,Oud - Eau de Parfum,Maison Francis Kurkdjian,"It isn't because Francis Kurkdjian called this fragrance just plain Oud that he meant it to be a plain-vanilla oud. The man couldn't be pedestrian if he tried. And what he's gone and done is work what he callsthe ambergris of the 21st century into a quintessentially elegant French perfume, taming the growling exotic beast until it purrs with pure bliss on a silk cushion. This is an oud even the most ouded-out could curl up with. Sweetly leathery and animalic, with the touch of honey real oud gives off  and there is real Laotian oud in the blend. With its citrus and pepper facets, elemi resin adds sparkle to the top notes. Saffron brings out the leather effects of oud, set into the tenderest woods: the leathery, almost jam-sweet Atlas cedar, and a lavish, un-musty patchouli. Francis Kurkdjian says he composed his Oud while dreaming of a marble and gold palace in the desert sands fit forthe prince of raw materials. He's done more than that: he's turned oud into a flawlessly elegant classic of the perfumer's palette.",https://static.luckyscent.com/images/products/49822.jpg?width=400&404=product.png
perfume_images/01269_Geisha_Vanilla_Hinoki-_Eau_de_Parfum.jpg,Woody,Geisha Vanilla Hinoki- Eau de Parfum,Aroma M,"Vanilla scents tend to have a cloying, candied effect.  But not Geisha Vanilla Hinoki.  Its key ingredient is a woodsy, smoky vanilla found only in Moroccoand very hard to come by. Five years in the making, perfumer Maria McElroy blended this delicacy with unexpected partner: Hinoki, a storied cypress. For centuries, this prized Japanese wood was used to build palaces, temples, shrines-- and those lingering hot spring pools known as onsen, found in mountainside inns. Maria's intention with this new scent was to capture the cloudy, floating, sybaritic sensation of lingering in one of these scented hot springs. Geisha Vanilla Hinoki, a nighttimeor should we say bedtime--potion is a truly unique approach to the world's most popular gourmand. Hypnotic, spiritual, and simply gorgeous.",https://static.luckyscent.com/images/products/11140.jpg?width=400&404=product.png
perfume_images/01669_Labdanum_18_Perfume_Oil.jpg,Sweet,Labdanum 18 Perfume Oil,Le Labo,"Now captured in a Perfume Oil. Ideal for sensitive skin and people who love the hedonic gesture. A delicate but persistent smell. Small and convenient for traveling or purse. Use it on your pulse points, on your hair, your beard. The oil scent keeps close to the skin for a long lasting effect. The most enigmatic and sensual and, unexpectedly, the most comforting in the Le Labo collection, Labdanum 18, composed by one of our favorite perfumers, Maurice Roucel, is a modern oriental masterpiece.  With its golden spiciness, its sweet musk and the animal undertones of civet and castoreum, Labdanum 18 makes a statement... but makes it in a quiet voice, drawing those around closer to the wearer, making them eager to smell more. The drydown, which is softer than soft, a delicate, whispery blend of the finest leather, vanilla and musk, offers the comfort that only the most loving embrace can provide.  Complex, always changing and dangerously addictive!Personalize your fragrance:  Enter your custom message or name at checkout and we'll have Le Labo print it on your label.",https://static.luckyscent.com/images/products/46837.jpg?width=400&404=product.png
perfume_images/01844_Love_in_White_Eau_de_Parfum.jpg,Floral,Love in White Eau de Parfum ...,Creed,"An ode to Creed's sophisticated craftsmanship and passion for the world's finest ingredients, Love In White combines hand-selected essences from five continents, a fragrant statement of global unity and peace. The scent is pure freedoma floral-fresh blend grounded by Florentine iris, French daffodils, and subdued, powdery Tonkin rice. Love In White was honored on its launch day by a tributeNew York City's Empire State Building illuminated by pure white lights.",https://static.luckyscent.com/images/products/49312.jpg?width=400&404=product.png
perfume_images/00777_Datura_Blanche_Eau_de_Parfum.jpg,Sweet,Datura Blanche Eau de Parfum,Keiko Mecheri,"Opening with an airy, lemon-like freshness, Datura Blanche announces from the beginning that is going to focus on the delicate beauty of the datura flower  ethereal and alluring with a hint of spice. A watercolor wash of tuberose and heliotrope heighten the dreamy sweetness, while a dark splash of bitter almond draws out the intriguing, narcotic aspects that make datura so notoriously provocative. In this elegant composition, the dark side whispers seductively, but never overpowers the gossamer beauty of the white flowers. A luxurious bed of tonka and vanilla adds opulence and warmth.  This has the luminous beauty of a moonlit garden  the white blooms glowing amid the velvety shadows.",https://static.luckyscent.com/images/products/16430.jpg?width=400&404=product.png
perfume_images/00306_Freeway_Eau_de_Parfum.jpg,Citrus,Freeway Eau de Parfum,4160 Tuesdays,"Freeway is the story that jumped, fully formed, into Sarah McCartney's mind when she visited Scent Bar one hot summer's day and stepped out onto the hot asphalt outside. A friend was just driving away, and the smell of his Maserati's exhaust mixed with the scent of the orange blossom in the air and the tang of hot, melting asphalt...Sarah was inspired then and there to create an urban take on orange blossom exclusively for Luckyscent, to help celebrate our 15th anniversary. The idea was to take the fresh, sugary brightness of orange blossom and sully it with a host of gritty, determinedly non-floral smells from an urban environment, making for a scent with a sexy kick in its tail: think flowers crushed under a rubber-soled sneaker. Sarah uses mandarin petigrain oil here for its plummy citrus aroma but also for its fuel-like facet; the result is sweet orange blossom water spilled on hot tar. For such a popular note, orange blossom is easy to get wrong  too sweet and it's juvenile, too honeyed and it can turn sleazy. Freeway does orange blossom right, pitched exactly halfway between bright and dark. Dry woods, tobacco, and grassy cannabis notes dry out the tarry orange blossom until it smells more like old paper and less like a flower. A light, foamy vanilla froths around the dry, papery notes for a result that smells like eating a thimbleful of insanely rich, perfumery orange blossom gelato in an antique book store. Urban and urbane, Freeway is the scent of L.A.'s future, when, as Sarah says,all cars are solar powered and the Freeways have cycle lanes, orange groves, jasmine hedgerows, and picnic areas.",https://static.luckyscent.com/images/products/64623.jpg?width=400&404=product.png
perfume_images/01816_Les_Nuits_dIzu_Eau_de_Parfum.jpg,Floral,Les Nuits d'Izu Eau de Parfum,Keiko Mecheri,"Inspired by indigo nights on the Izu peninsula, the Riviera of Japan, this takes the classic cologne structure and gives it an Asian twist. It opens with a piquant, shimmering yuzu note  similar to that of grapefruit with overtones of Mandarin orange. The vibrant yuzu leads us like a colorful butterfly to an ethereal garden of rose japonica and dreamy jasmine. A base of ocean moss and hinoki, the Japanese cypress used for building shrines, palaces and the finest soaking baths, adds intrigue and depth. A fresh blend of tart citrus, delicate flowers and precious wood that delights the senses. Perfect for cologne lovers who are looking for something unusual and new.",https://static.luckyscent.com/images/products/16463.jpg?width=400&404=product.png
perfume_images/00541_Murmure_des_Dieux_Eau_de_Parfum.jpg,Sweet,Murmure des Dieux Eau de Parfum,Une Nuit Nomade,"Bali the Spiritual, the island that wakes up slowly each day to the rhythm of offerings. This is a time when women gather freshly cut flowers to accompany their religious rituals. Bali's iconic flower is the 'Jepun', or frangipani. It has a particular prestige for the Indonesian people and is part of their mystique; its vivid colors decorate most temples. Both a symbol of the god Shiva and a way to channel prayers, the frangipani flower evokes the island's inner voice. Murmure des Dieux is the very expression of lightness of the soul. An airy perfume taking the form of a reassuring whisper. An olfactory phrase like a mantra on the skin. This delicate accord intertwines the slightly almond and refined sweetness of the Frangipani flower, the unctuousness of vanilla and the reassuring roundness of musks. Mumure des Dieux is an exotic, singular and extremely carnal perfume.",https://static.luckyscent.com/images/products/833005.jpg?width=400&404=product.png
perfume_images/00340_Jubilation_XXV_Eau_de_Parfum.jpg,Amber_Oriental,Jubilation XXV Eau de Parfum,Amouage,"Unabashedly opulent. There is nothing minimal about this celebratory elixir and we couldn't be happier about that. Let's face it, sometimes more is more. Jubilation XXV features the prized frankincense of the Sultanate of Oman, but this is not a meditative, stone cathedral type of incense fragrance. This is a lavish bazaar, packed to the brim with all of the treasures of 1001 nights.  The silver frankincense weaves through burnished woods, luscious fruits and blood-warming spices. It teases the elusive rock rose and the ever-so-grand orchid and wraps itself around luxurious opoponax and amber. The opening is sweet and honeyed, with a hint of bitterness that reminds us of the aftertaste that lets you know when a fruity liqueur is going to pack a wallop. (Fans of Frapin 1270 may want to join us in enjoying this deep and satisfying fruity booziness). As the scent mellows, it becomes richer and the wood notes become prominent. In spite of the litany of intense and dark-sounding notes, this never becomes gothic or moody. The aura is warm and velvety and extremely content, like you are leaning against a great golden lion who is purring like a race car. This is designed for men, yet somewhere deep down inside we know there is no way the women of the world are going to let the guys keep something this fantastic all to themselves.",https://static.luckyscent.com/images/products/41801.jpg?width=400&404=product.png
perfume_images/00938_Black_Gold_Eau_de_Parfum.jpg,Floral,Black Gold Eau de Parfum,Mancera,"Bold, fresh, luxurious and sensual, Black Gold is a versatile masculine leather fragrance for today's renaissance man, the rare example of a scent equally comfortable on the beach, at the bar, or in the boardroom. Jump-started with an electric crackle of citrus and spice set against a smooth, compelling lavender, Black Gold soon develops a rich floral heart, kept masculine with the refreshing saltiness of oceanic notes and a perfectly balanced patchouli. And as it dries further, the leather- not too smoky, nor too soft, but with a quiet, confident ruggedness- takes control, lingering for untold hours at just the right volume to carry you from morning to evening, no matter the setting. A signature scent must balance versatility, sophistication, and that so-hard-to-define Wow Factor that can turn heads and make a special someone weak in the knees. After smelling Black Gold, we get the feeling more than a few modern men have just found a signature.",https://static.luckyscent.com/images/products/64932.jpg?width=400&404=product.png
perfume_images/01799_Carthusia_Uomo_Eau_de_Parfum.jpg,Woody,Carthusia Uomo Eau de Parfum,Carthusia,"Fresh and leathery with a hint of spice, this is for the classic gentleman. Imagine a finely tailored Italian suit, a pair of classic leather oxfords, and a crisp white shirt slightly unbuttoned. Collar blowing in a wind filled with fresh sea air. This would be a first step to experiencing the refined masculinity of Carthusia Uomo. Discreet and distinct.",https://static.luckyscent.com/images/products/52907.jpg?width=400&404=product.png
perfume_images/01018_Baccarat_Rouge_540_Extrait_Extrait_de_Parfum.jpg,Amber_Oriental,Baccarat Rouge 540 Extrait Extrait de Parfum,Maison Francis Kurkdjian,"In the Fall of 2014, Baccarat, the most prestigious and opulent crystalworks in the world, celebrated the 250th anniversary of their founding by releasing an extraordinary crystal decanter containing a luminous, exclusive fragrance created by Francis Kurkdjian. Released later onto the open market in a slightly more achievable presentation as Baccarat Rouge 540 EDP, the world quickly fell in love with the gorgeously woody floral-amber and its equal parts transparent, dense, and intense character. Now, Baccarat and M. Kurkdjian extend their partnership with a new Extrait concentration that intensifies the power and radiance of all aspects of the scent, all without betraying the original inspiration.MFK describes Rouge 540 not in terms of top, heart and base notes, but rather as the interplay between three unique accords, each lending a distinct and visceral characteristic. The ""breeze"" accord, jasmine and saffron, sits sheer and delicately spiced on the skin, leading way for the cedar-driven blend of woods that make up the robust and crackling ""heat"" accord. Finally, a ""mineral"" accord of ambergris seems simultaneously warm and cool, delivering deceptively straightforward depth to mimic the sophistication of Baccarat Crystal itself. Each accord is given new strength in Extrait form, harmonizing above the skin with a stunning new power and intensity. Like a crystalline kaleidoscope, the Extrait opens brighter, fruitier, and shinier, and, we've found, lasts long into the wild night. Furthermore, for the first time, the scent dons a dazzling red bottle that echoes the iconic Baccarat red, giving a bold yet classic new look to Francis Kurkdjian's greatest achievement yet.",https://static.luckyscent.com/images/products/49873.jpg?width=400&404=product.png
perfume_images/00030_Escale_En_Indonesie_Eau_De_Cologne.jpg,Citrus,Escale En Indonesie Eau De Cologne,Les Indemodables,"Perhaps the most classic of all scents, the ""L'eau de Cologne"" style stays perpetually in fashion because of its wonderful simplicity. Featuring a lighter concentration that puts its emphasis on freshness and wearability, an EDC can actually be an ideal format to showcase exquisite natural materials in high concentrations that might feel overwhelming as part of a richer, more busy perfume. With Escale En Indonesie, Les Indemodables has chosen to showcase a spectacular specimen of one of the most precious materials in all of perfumery- ambergris. Recovered from the paradise of Sumatra, Indonesia, this top-graded white ambergris was painstakingly distilled into a ""Grand Cru"" tincture, broken down with state-of-the-art ultrasound and then carefully tinctured for over six months to achieve a sublime level of complexity. Every possible facet of this fabled material- vivid ozonic tones, sensual animalics, and electric saltiness- are fully presented, delivering a depth and longevity that are rare for an eau de cologne. And a suite of carefully chosen complementary notes add more EDC freshness- a sunny sparkle of Calabrian bergamot and Sicilian lemon combine with a green, floral freshness from Moroccan neroli oil. Each note teases out even more complexity from the ambergris, which feels as bright and refreshing as the citrus opening but soon gains creamy, seductive tonality from a smooth jasmine and sandalwood base. Don't worry if this sounds a bit heavy for an EDC, as it's delivered with a wonderfully light touch that makes it oh so wearable. But if you've ever wanted a scent that harnessed the true power of ambergris while also maintaining delightful everyday wearability, don't let this hidden gem pass you by.",https://static.luckyscent.com/images/products/827009.jpg?width=400&404=product.png
perfume_images/01808_Aventus_Eau_de_Parfum.jpg,Amber_Oriental,Aventus Eau de Parfum,Creed,"The exceptional Aventus was inspired by the dramatic life of a historic emperor, celebrating strength, power and success. Introduced in 2010 and crafted by the deft hand of Sixth Generation Master Perfumer Olivier Creed in collaboration with his son Erwin, this scent has grown to become the best-selling fragrance in the history of the brand. Olivier created its iconic name derived from A (""from"") ventus (""the wind""), illustrating the Aventus man as destined to live a driven life, ever galloping with the wind at his back toward success. Aventus is a sophisticated blend for individuals who savor a life well-lived. What We Think A phenomenon in its own right, Aventus is a fragrance that is groundbreaking in its use of bright apple and pineapple notes.",https://static.luckyscent.com/images/products/49365.jpg?width=400&404=product.png
perfume_images/00758_Tobacco_Vanille_Travel_Atomizer.jpg,Sweet,Tobacco Vanille Travel Atomizer,TOM FORD Private Blend,"Tom Ford's all-time classic men's gourmand, now available in a convenient brown and gold-tone travel atomizer with a magnetic closure.",https://static.luckyscent.com/images/products/635076.jpg?width=400&404=product.png
perfume_images/01662_Opardu_Extrait_de_Parfum.jpg,Floral,Opardu Extrait de Parfum,Puredistance,"Oh to be a madcap heiress, sliding through the crowd in a biascut satin gown and glittering pumps, a champagne cocktail in one hand and a leash leading to some exotic pet in the other. Your brows are perpetually arched as you scan the crowd for a dashing aviator or an adorably bookish professor to seduce. What scent are you wearing? Opardu, of course! Well, historically speaking, you wouldn't be  - but in the glorious art deco movie set of our minds, you are. Because Opardu is not about the past, it is about a fantasy of the past, just like our daydreams.  It evokes the enchantment and glamour of a bygone era, but still feels modern. The opening is especially evocative of another time and it is pure swank  like an expensive gift from a rich suitor, conjuring up images of mirror-topped vanities and red lipstick. This develops into an opulent floral featuring luminous gardenia, heady tuberose, piercing jasmine, and velvety rose. The mix is full and lush and there is the seductive thrum of cedar wood underneath it all. You might guess that the lilac and heliotrope would be overwhelmed by all of this and just sit off to the side and whisper to each other  but they are beautifully present, adding delicacy and charm as they put the twinkle in our saucy heroine's eye. As the scent wears on, the more ethereal elements continue to shine and the overall effect is absolutely lovely. Another beautiful scent created by Annie Buzantian for Puredistance.",https://static.luckyscent.com/images/products/53007.jpg?width=400&404=product.png
